user,problem_id,start_date,end_date,appropriateness,inappropriate_nodes
SE8,K7z8B,2014-12-24 22:55:39,2014-12-24 22:55:53,5,[]
SE8,s4CVl,2014-12-24 22:40:09,2014-12-24 22:40:21,4,[]
NE2,KFbAE,2015-01-16 12:31:36,2015-01-16 12:31:54,2,"[2, 3, 4]"
NE3,K7z8B,2015-01-26 17:59:58,2015-01-26 18:00:48,3,[]
SE2,hHWL3,2014-12-11 01:58:15,2014-12-11 01:58:38,5,[]
SE2,VejQD,2014-12-11 01:41:31,2014-12-11 01:41:58,2,"[12, 13, 14]"
NE1,jjav2,2014-12-25 04:06:47,2014-12-25 04:07:07,5,[]
SE1,bjMXa,2014-12-18 15:57:06,2014-12-18 15:57:28,2,"[16, 17, 18]"
E2,cV2Wj,2014-12-26 01:31:32,2014-12-26 01:31:43,5,[]
NE1,VEDV0,2014-12-25 05:14:23,2014-12-25 05:15:03,1,"[4, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28]"
SE8,b4ejO,2014-12-24 22:39:00,2014-12-24 22:39:15,2,"[25, 26]"
SE6,WjN7e,2015-01-22 03:52:37,2015-01-22 03:53:02,2,"[17, 18]"
SE7,xLTq2,2015-01-02 02:46:49,2015-01-02 02:47:10,1,"[13, 14]"
NE3,dH82r,2015-01-26 18:07:23,2015-01-26 18:08:33,2,[]
NE3,otedB,2015-01-26 18:02:45,2015-01-26 18:02:56,2,[]
SE7,8EKE6,2015-01-02 02:46:04,2015-01-02 02:46:19,5,[]
E1,D8g0X,2015-02-17 08:18:47,2015-02-17 08:19:24,1,"[18, 19]"
NE3,oTqSm,2015-01-26 18:13:33,2015-01-26 18:13:48,3,[]
SE8,nrNsl,2014-12-24 22:50:14,2014-12-24 22:50:25,4,[]
E4,pKl8D,2014-12-26 20:30:30,2014-12-26 20:30:52,2,"[11, 12]"
SE4,2OXqf,2014-12-19 03:38:19,2014-12-19 03:38:39,2,[19]
NE1,PXXCT,2014-12-25 04:47:24,2014-12-25 04:48:02,2,"[1, 2, 3, 4, 5, 6, 18, 19, 20, 21, 22, 23, 24, 25, 26]"
SE2,jFWoh,2014-12-11 01:38:42,2014-12-11 01:39:10,1,"[25, 26]"
SE5,9jcD1,2014-12-18 06:30:07,2014-12-18 06:30:20,5,[]
NE4,aDzn0,2014-12-24 12:52:10,2014-12-24 12:52:35,4,[]
NE2,dH82r,2015-01-16 12:30:49,2015-01-16 12:31:10,2,"[13, 14, 15]"
SE8,VEDV0,2014-12-24 22:39:58,2014-12-24 22:40:08,4,[]
SE1,otedB,2014-12-18 15:50:25,2014-12-18 15:50:43,5,[]
NE2,pKl8D,2015-01-16 12:27:24,2015-01-16 12:30:19,2,"[26, 27, 28]"
SE2,mZ5zR,2014-12-11 01:40:38,2014-12-11 01:40:52,5,[]
SE8,prSsi,2014-12-24 22:54:39,2014-12-24 22:54:48,4,[]
NE3,m0iNC,2015-01-26 18:18:04,2015-01-26 18:18:25,3,[]
SE7,WjN7e,2015-01-02 03:09:58,2015-01-02 03:10:44,2,"[19, 20, 21, 22]"
SE5,kGbCK,2014-12-18 07:01:47,2014-12-18 07:01:57,5,[]
SE6,rHHFS,2015-01-22 07:23:07,2015-01-22 07:23:20,4,[]
NE3,KFbAE,2015-01-26 18:16:19,2015-01-26 18:16:31,3,[]
E4,Y9t3t,2014-12-26 20:07:01,2014-12-26 20:07:32,1,"[9, 26, 27]"
NE2,5DsLp,2015-01-16 12:39:01,2015-01-16 12:39:14,5,[]
E1,jjav2,2015-02-20 12:57:57,2015-02-20 12:58:09,5,[]
E1,VejQD,2015-02-17 08:23:15,2015-02-17 08:24:41,1,"[7, 8]"
SE7,4nC7q,2015-01-02 02:57:03,2015-01-02 02:57:21,5,[]
E5,wlbEr,2015-01-01 00:35:14,2015-01-01 00:35:56,1,[]
SE4,Ha0lR,2014-12-19 03:01:29,2014-12-19 03:02:24,1,"[26, 27, 28]"
SE1,WPHOw,2014-12-19 10:34:30,2014-12-19 10:34:49,2,"[26, 27]"
SE8,30gEV,2014-12-24 22:57:24,2014-12-24 22:57:42,4,[]
E2,KFbAE,2014-12-25 08:37:39,2014-12-25 08:37:54,1,"[26, 27]"
SE1,s5Vk6,2014-12-19 12:35:17,2014-12-19 12:35:31,4,[]
E2,XE5oE,2014-12-19 01:57:56,2014-12-19 01:58:13,1,"[1, 2, 3, 4]"
SE1,PXXCT,2014-12-18 15:44:05,2014-12-18 15:44:31,5,[]
NE1,WPHOw,2014-12-25 04:45:50,2014-12-25 04:46:17,1,"[12, 13, 14, 15, 16]"
NE1,9p5qj,2014-12-25 03:50:31,2014-12-25 03:52:56,5,[]
SE8,pKl8D,2014-12-24 22:47:36,2014-12-24 22:47:46,5,[]
E1,Y9t3t,2015-02-20 12:56:59,2015-02-20 12:57:13,5,[]
SE9,jFWoh,2014-12-25 09:45:16,2014-12-25 09:45:38,5,[]
E1,SiNB1,2015-02-21 00:57:59,2015-02-21 00:58:14,5,[]
SE5,qrBZs,2014-12-18 07:07:24,2014-12-18 07:07:43,4,[]
SE3,dIbfh,2014-12-27 05:36:50,2014-12-27 05:37:08,5,[]
SE7,IZ6Jo,2015-01-02 02:47:56,2015-01-02 02:48:19,5,[]
SE6,PgveS,2015-01-22 03:40:46,2015-01-22 03:41:07,3,[]
E4,UPFkK,2014-12-26 20:29:35,2014-12-26 20:30:08,3,"[16, 28]"
E2,PgveS,2014-12-19 01:51:16,2014-12-19 01:51:42,1,"[27, 28]"
SE4,mZ5zR,2014-12-19 03:10:04,2014-12-19 03:10:15,5,[]
SE3,ijJt6,2014-12-27 05:37:36,2014-12-27 05:37:49,5,[]
E2,5DsLp,2014-12-26 01:27:27,2014-12-26 01:27:39,1,"[22, 23]"
NE4,1wlhA,2014-12-24 12:56:12,2014-12-24 12:56:24,4,[]
SE3,ZLfld,2014-12-26 10:27:12,2014-12-26 10:27:32,4,[]
E4,jP8Dj,2014-12-26 20:23:10,2014-12-26 20:23:32,2,"[17, 18, 19, 20, 21, 22, 26]"
SE6,jjav2,2015-01-22 03:44:43,2015-01-22 03:44:56,3,[]
SE3,merhN,2014-12-25 11:26:34,2014-12-25 11:27:06,1,"[12, 13, 14, 15, 16, 17, 18]"
E1,cV2Wj,2015-02-20 06:20:38,2015-02-20 06:21:05,5,[]
NE4,ZGlDS,2014-12-24 13:03:05,2014-12-24 13:03:21,4,[]
SE5,mZ5zR,2014-12-18 05:20:40,2014-12-18 05:20:55,4,[]
SE4,Y9t3t,2014-12-19 03:03:02,2014-12-19 03:03:26,1,"[19, 20, 23, 24, 25, 26]"
SE9,PgveS,2015-01-02 02:11:11,2015-01-02 02:11:25,5,[]
SE9,1wlhA,2015-01-02 02:01:30,2015-01-02 02:01:49,5,[]
NE1,2flFc,2014-12-25 05:01:40,2014-12-25 05:02:07,5,[]
NE2,qUGBo,2015-01-16 12:22:15,2015-01-16 12:22:46,2,[28]
SE8,hHWL3,2014-12-24 22:29:16,2014-12-24 22:29:28,4,[]
SE8,1Y2UO,2014-12-24 22:38:36,2014-12-24 22:39:00,4,[]
NE4,2OXqf,2014-12-24 13:01:41,2014-12-24 13:02:12,2,"[19, 20, 21, 22]"
SE9,9p5qj,2015-01-02 02:02:58,2015-01-02 02:03:20,2,[23]
SE4,qrBZs,2014-12-19 03:10:53,2014-12-19 03:11:11,5,[]
SE1,XrWem,2014-12-19 10:34:12,2014-12-19 10:34:29,1,"[18, 19, 20]"
SE5,roAbh,2014-12-18 06:31:04,2014-12-18 06:31:19,4,[]
SE5,D8g0X,2014-12-18 05:21:57,2014-12-18 05:22:45,2,"[17, 18, 19]"
SE7,qrBZs,2015-01-02 02:40:50,2015-01-02 02:41:15,5,[]
E1,prSsi,2015-02-19 09:04:31,2015-02-19 09:04:54,2,"[23, 24]"
SE5,xAt1k,2014-12-18 07:05:00,2014-12-18 07:05:19,5,[]
SE6,9nSEk,2015-01-22 03:55:20,2015-01-22 03:55:41,2,[7]
NE4,dIbfh,2014-12-24 12:48:54,2014-12-24 12:49:06,4,[]
E5,2OXqf,2015-01-01 09:06:29,2015-01-01 09:06:50,2,"[9, 10]"
SE5,Ha0lR,2014-12-18 05:25:32,2014-12-18 05:26:05,2,"[26, 27, 28]"
SE6,YmRTB,2015-01-22 07:05:56,2015-01-22 07:06:19,4,[]
SE3,7kFNo,2014-12-25 11:29:48,2014-12-25 11:30:20,2,"[17, 18, 19, 20, 21, 22]"
SE4,UPFkK,2014-12-19 03:05:56,2014-12-19 03:06:40,1,"[15, 16, 17, 28]"
SE6,5CeFg,2015-01-22 07:15:35,2015-01-22 07:15:59,3,[]
SE8,xAt1k,2014-12-24 22:43:23,2014-12-24 22:44:18,5,[]
SE4,PXXCT,2014-12-19 03:19:56,2014-12-19 03:20:20,1,"[11, 12, 14, 15, 16, 17, 18, 19]"
E4,2flFc,2014-12-26 20:24:08,2014-12-26 20:24:31,1,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 15]"
E4,qUGBo,2014-12-26 20:04:57,2014-12-26 20:05:25,1,"[3, 4, 5, 6, 7, 18, 19, 26, 27, 28]"
SE1,ZGlDS,2014-12-19 11:23:58,2014-12-19 11:33:43,2,"[11, 18, 19]"
SE4,hHWL3,2014-12-19 03:06:41,2014-12-19 03:06:57,5,[]
SE4,kGbCK,2014-12-19 03:15:15,2014-12-19 03:15:36,5,[]
E5,xAt1k,2014-12-31 07:43:53,2014-12-31 07:44:09,5,[]
NE4,XE5oE,2014-12-24 12:54:19,2014-12-24 12:54:32,4,[]
E5,prSsi,2014-12-31 07:42:15,2014-12-31 07:42:53,1,"[23, 24]"
E4,ZLfld,2014-12-26 20:08:01,2014-12-26 20:08:33,4,[]
SE7,dIbfh,2015-01-02 03:17:42,2015-01-02 03:18:07,1,"[3, 4, 5, 6, 7]"
SE4,dIbfh,2014-12-19 03:24:08,2014-12-19 03:24:34,4,[]
SE3,SiNB1,2015-01-13 21:24:25,2015-01-13 21:24:48,4,[]
E5,rHHFS,2014-12-31 07:48:16,2014-12-31 07:48:44,1,"[8, 9, 10]"
E5,moWjD,2014-12-31 07:40:22,2014-12-31 07:40:51,1,"[27, 28]"
SE7,XBCNz,2015-01-02 02:52:52,2015-01-02 02:53:38,5,[]
E1,9p5qj,2015-02-19 09:03:43,2015-02-19 09:04:02,5,[]
SE7,FZkFk,2015-01-02 03:13:54,2015-01-02 03:14:20,1,"[10, 11]"
E4,b4ejO,2014-12-26 20:31:13,2014-12-26 20:31:34,4,[]
E1,Ha0lR,2015-02-20 12:58:50,2015-02-20 12:59:14,3,[]
E1,2OXqf,2015-02-21 00:54:51,2015-02-21 00:55:08,5,[]
SE3,9nSEk,2014-12-25 11:29:10,2014-12-25 11:29:47,2,"[1, 2, 3, 4, 5, 6, 7, 8, 28]"
NE2,xLTq2,2015-01-16 12:07:27,2015-01-16 12:12:31,4,[]
E4,dH82r,2014-12-26 20:38:06,2014-12-26 20:38:20,1,"[26, 27, 28]"
NE1,LeOzW,2014-12-25 03:56:49,2014-12-25 03:57:28,3,[]
NE4,9jcD1,2014-12-24 12:50:03,2014-12-24 12:50:20,4,[]
SE6,XBCNz,2015-01-22 03:45:49,2015-01-22 03:46:18,2,"[13, 14]"
NE3,9nSEk,2015-01-26 19:17:53,2015-01-26 19:18:08,3,[]
NE2,LeOzW,2015-01-16 12:40:50,2015-01-16 12:41:08,2,"[25, 26, 27]"
NE1,ijJt6,2014-12-25 03:58:22,2014-12-25 03:59:08,2,"[4, 5, 6, 17, 18, 27, 28]"
E5,dH82r,2015-01-01 09:05:11,2015-01-01 09:05:31,1,"[27, 28]"
SE9,PRcaf,2014-12-25 09:45:39,2014-12-25 09:45:54,5,[]
NE4,4nC7q,2014-12-24 13:00:21,2014-12-24 13:00:31,4,[]
SE8,zvXPn,2014-12-24 22:37:33,2014-12-24 22:37:45,4,[]
E1,ZLfld,2015-02-19 09:11:46,2015-02-19 09:16:51,4,[]
SE8,pVzBY,2014-12-24 22:41:49,2014-12-24 22:42:05,4,[]
NE2,WPHOw,2015-01-16 12:17:54,2015-01-16 12:18:48,1,"[2, 3, 4]"
E2,TCinA,2014-12-26 01:26:21,2014-12-26 01:26:31,5,[]
E1,qrBZs,2015-02-18 09:11:25,2015-02-18 09:14:35,5,[]
SE9,jjav2,2015-01-02 02:11:25,2015-01-02 02:11:47,4,[]
SE7,bjMXa,2015-01-02 02:59:04,2015-01-02 02:59:24,4,[]
SE5,I9QTc,2014-12-18 06:29:12,2014-12-18 06:29:31,5,[]
E4,jCdZF,2014-12-26 20:38:21,2014-12-26 20:38:41,1,"[14, 15, 16, 17, 18, 19, 21, 22, 23]"
E3,WjN7e,2015-03-01 03:01:26,2015-03-01 03:01:49,4,[]
NE1,fXA7k,2014-12-25 04:25:42,2014-12-25 04:26:27,1,"[3, 4, 18, 19, 20, 21, 22, 23]"
E3,XvXUW,2015-03-01 02:55:56,2015-03-01 02:56:12,5,[]
NE2,Ha0lR,2015-01-16 12:04:59,2015-01-16 12:05:22,1,"[26, 27, 28]"
SE8,rHHFS,2014-12-24 22:31:21,2014-12-24 22:32:49,4,[]
NE2,kmb7q,2015-01-16 12:21:01,2015-01-16 12:21:35,5,[]
E3,1wlhA,2015-03-01 05:19:33,2015-03-01 05:20:14,5,[]
E3,pVzBY,2015-03-01 02:47:07,2015-03-01 02:47:41,2,"[11, 12, 13, 14, 15, 16]"
SE1,SiNB1,2014-12-19 10:31:16,2014-12-19 10:31:32,4,[]
E3,m7MAu,2015-03-01 03:04:02,2015-03-01 03:04:17,5,[]
E5,jP8Dj,2014-12-31 23:21:32,2014-12-31 23:21:56,1,"[23, 24, 25]"
NE1,jFWoh,2014-12-25 05:13:37,2014-12-25 05:14:22,1,"[11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 25, 27]"
E3,6vzaD,2015-03-01 02:58:30,2015-03-01 02:58:51,1,"[13, 14, 15, 16, 17, 28]"
E1,XvXUW,2015-02-21 00:56:44,2015-02-21 00:57:11,5,[]
NE2,s4CVl,2015-01-16 12:15:47,2015-01-16 12:16:01,4,[]
E3,jFWoh,2015-03-01 02:52:20,2015-03-01 02:52:41,1,"[17, 25, 26]"
E3,gKPb4,2015-02-28 15:12:53,2015-02-28 15:13:54,2,"[9, 10, 11, 14]"
E2,2flFc,2014-12-26 01:38:04,2014-12-26 01:38:19,4,[]
SE4,PRcaf,2014-12-19 03:28:49,2014-12-19 03:29:11,1,"[23, 24]"
SE9,prSsi,2015-01-02 02:18:09,2015-01-02 02:18:23,5,[]
E2,XvXUW,2014-12-26 01:37:02,2014-12-26 01:37:13,4,[]
E1,s5Vk6,2015-02-20 12:58:36,2015-02-20 12:58:48,5,[]
NE2,XrWem,2015-01-16 11:56:27,2015-01-16 11:57:14,2,[11]
E3,dS6ka,2015-03-01 05:15:57,2015-03-01 05:16:21,5,[]
E5,bjMXa,2014-12-31 07:45:18,2014-12-31 07:45:55,1,"[17, 18]"
SE7,PRcaf,2015-01-02 02:54:12,2015-01-02 02:54:30,4,[]
NE1,X0hrt,2014-12-25 05:11:34,2014-12-25 05:12:01,2,"[2, 3, 7, 8, 16, 17, 18]"
E3,s5Vk6,2015-02-28 15:10:54,2015-02-28 15:11:32,4,[]
SE4,K7z8B,2014-12-19 03:27:42,2014-12-19 03:27:55,5,[]
SE1,merhN,2014-12-18 15:56:02,2014-12-18 15:56:27,2,"[16, 17, 18]"
E3,K7z8B,2015-03-01 02:57:25,2015-03-01 02:57:41,5,[]
E3,qUGBo,2015-03-01 03:06:02,2015-03-01 03:06:22,5,[]
E2,PotWa,2014-12-26 01:34:58,2014-12-26 01:35:07,5,[]
SE8,dM5ae,2014-12-24 22:56:41,2014-12-24 22:56:51,5,[]
E2,4nC7q,2014-12-26 01:30:46,2014-12-26 01:31:21,2,"[11, 12, 13, 14, 15, 16, 28]"
SE7,88XpX,2015-01-02 02:15:37,2015-01-02 02:16:10,2,"[3, 4, 5, 6, 7]"
SE7,WPHOw,2015-01-02 02:39:21,2015-01-02 02:39:39,4,[]
NE4,tOfjr,2014-12-24 12:58:07,2014-12-24 12:58:26,3,[]
E3,sZs9e,2015-03-01 02:48:39,2015-03-01 02:49:14,2,"[11, 12, 13]"
E2,I9QTc,2014-12-26 01:33:07,2014-12-26 01:33:24,2,"[1, 2, 3, 4, 5, 6, 7, 8, 27]"
E3,Z2nOq,2015-03-01 03:03:37,2015-03-01 03:04:01,5,[]
SE9,qrBZs,2015-01-02 02:17:54,2015-01-02 02:18:08,4,[]
NE4,zvXPn,2014-12-24 13:02:13,2014-12-24 13:02:24,4,[]
SE9,FZkFk,2015-01-02 02:24:41,2015-01-02 02:24:58,4,[]
E3,YmRTB,2015-03-01 02:50:10,2015-03-01 02:50:25,5,[]
SE1,VEDV0,2014-12-19 10:34:50,2014-12-19 10:35:02,5,[]
SE5,pKl8D,2014-12-18 06:24:21,2014-12-18 06:24:32,5,[]
SE5,SiNB1,2014-12-18 06:18:08,2014-12-18 06:18:56,3,[]
NE2,VEDV0,2015-01-16 12:18:49,2015-01-16 12:19:13,1,[15]
E3,PotWa,2015-03-01 03:01:12,2015-03-01 03:01:26,5,[]
SE6,1wlhA,2015-01-22 07:15:16,2015-01-22 07:15:34,3,[]
E4,nA6kb,2014-12-26 20:14:13,2014-12-26 20:14:34,1,"[22, 23, 24, 25, 26, 27, 28, 29]"
E5,Z2nOq,2015-01-03 00:55:12,2015-01-03 00:55:29,1,"[1, 2, 3, 4, 5, 6, 7, 8, 28]"
NE2,kGbCK,2015-01-16 11:55:45,2015-01-16 11:56:04,4,[]
SE7,1Y2UO,2015-01-02 03:12:59,2015-01-02 03:13:12,5,[]
NE1,qrBZs,2014-12-25 05:09:02,2014-12-25 05:09:19,5,[]
SE6,xLTq2,2015-01-22 03:55:08,2015-01-22 03:55:19,3,[]
NE2,IZ6Jo,2015-01-16 12:33:03,2015-01-16 12:33:18,5,[]
E5,YmRTB,2015-01-03 00:56:49,2015-01-03 00:57:25,3,[16]
E3,cV2Wj,2015-02-28 15:17:54,2015-02-28 15:18:52,3,[]
SE1,qUGBo,2014-12-19 10:32:48,2014-12-19 10:33:14,1,"[26, 27, 28]"
E3,otedB,2015-03-01 03:02:10,2015-03-01 03:02:26,5,[]
SE7,dS6ka,2015-01-02 03:04:05,2015-01-02 03:04:20,5,[]
E4,4nC7q,2014-12-26 20:17:29,2014-12-26 20:17:51,1,"[11, 12, 13, 14, 15, 16, 17, 28]"
E1,86MgL,2015-02-20 12:49:26,2015-02-20 12:50:31,5,[]
SE1,88XpX,2014-12-19 13:24:20,2014-12-19 13:24:44,3,[]
E3,5CeFg,2015-02-28 15:17:26,2015-02-28 15:17:54,4,[]
E2,1wlhA,2014-12-25 08:37:07,2014-12-25 08:37:17,5,[]
E5,UPFkK,2015-01-05 01:05:18,2015-01-05 01:05:32,1,"[15, 16, 17, 28]"
SE4,KFbAE,2014-12-19 03:38:00,2014-12-19 03:38:16,1,"[26, 27]"
SE5,88XpX,2014-12-18 07:57:41,2014-12-18 07:59:21,4,[]
E3,dM5ae,2015-03-01 02:55:40,2015-03-01 02:55:55,5,[]
NE2,9p5qj,2015-01-16 12:39:52,2015-01-16 12:40:04,4,[]
E4,D8g0X,2014-12-26 20:39:50,2014-12-26 20:40:05,1,"[17, 18, 19]"
SE1,jjav2,2014-12-19 12:32:50,2014-12-19 12:33:03,5,[]
E3,rHHFS,2015-03-01 02:53:57,2015-03-01 02:54:15,4,[]
E4,X0hrt,2014-12-26 20:30:08,2014-12-26 20:30:30,1,"[1, 2, 3, 4, 5, 6, 7, 16, 17, 18]"
E3,jP8Dj,2015-03-01 02:50:44,2015-03-01 02:51:12,4,[]
E3,30gEV,2015-03-01 05:20:15,2015-03-01 05:21:25,5,[]
SE5,WPHOw,2014-12-18 07:55:22,2014-12-18 07:56:06,2,"[16, 17, 18, 25]"
E5,2flFc,2014-12-31 07:40:51,2014-12-31 07:41:21,2,"[9, 10, 11]"
E3,hNGiv,2015-03-01 02:59:14,2015-03-01 03:00:02,2,"[28, 29, 30]"
E5,ZLfld,2014-12-31 02:08:22,2014-12-31 02:08:54,1,[27]
E4,dS6ka,2014-12-26 20:19:53,2014-12-26 20:20:11,2,"[21, 22]"
E3,PRcaf,2015-03-01 02:56:13,2015-03-01 02:56:35,1,"[20, 23, 24]"
SE4,b4ejO,2014-12-19 03:32:42,2014-12-19 03:32:59,1,"[25, 26]"
SE1,m7MAu,2014-12-19 12:29:16,2014-12-19 12:29:35,4,[]
SE6,2oJdf,2015-01-22 07:20:21,2015-01-22 07:20:44,3,[2]
E5,oTqSm,2015-01-01 00:37:35,2015-01-01 07:40:30,4,[]
SE3,rHHFS,2014-12-26 23:46:30,2014-12-26 23:46:49,5,[]
SE6,ijJt6,2015-01-22 03:41:40,2015-01-22 03:41:59,3,[]
SE3,1wlhA,2014-12-26 23:47:25,2014-12-26 23:47:38,5,[]
SE6,TCinA,2015-01-22 07:23:21,2015-01-22 07:23:32,2,[]
E2,9tNo6,2014-12-26 01:31:22,2014-12-26 01:31:31,4,[]
NE4,FZkFk,2014-12-24 12:49:31,2014-12-24 12:49:42,4,[]
E1,oTqSm,2015-02-20 12:58:10,2015-02-20 12:58:35,3,[]
E1,wlbEr,2015-02-20 06:21:06,2015-02-20 06:21:23,4,[]
E5,nA6kb,2015-01-05 01:01:58,2015-01-05 01:02:14,1,"[28, 29]"
E5,ZGlDS,2015-01-05 01:04:01,2015-01-05 01:04:21,1,"[24, 25, 26]"
NE1,1Y2UO,2014-12-25 04:20:56,2014-12-25 04:21:34,4,[]
SE8,kmb7q,2014-12-24 22:22:33,2014-12-24 22:23:16,5,[]
SE6,9p5qj,2015-01-22 03:38:18,2015-01-22 03:38:39,3,[]
E3,pqMDD,2015-03-01 02:56:36,2015-03-01 02:57:04,2,"[13, 14, 15, 16, 17]"
SE9,LeOzW,2015-01-02 02:18:41,2015-01-02 02:18:58,5,[]
SE5,8EKE6,2014-12-18 06:31:20,2014-12-18 06:31:33,4,[]
SE9,gcKcy,2015-01-02 02:19:32,2015-01-02 02:19:46,5,[]
SE8,LeOzW,2014-12-24 22:28:58,2014-12-24 22:29:14,4,[]
E2,dIbfh,2014-12-26 01:36:22,2014-12-26 01:36:36,1,"[1, 2, 3, 4]"
SE8,s5Vk6,2014-12-24 22:47:47,2014-12-24 22:47:58,5,[]
E5,X0hrt,2015-01-05 01:00:33,2015-01-05 01:00:56,1,"[17, 18]"
SE4,9tNo6,2014-12-19 03:17:55,2014-12-19 03:18:10,4,[]
NE1,8EKE6,2014-12-25 04:07:08,2014-12-25 04:08:10,2,"[10, 11, 12, 13, 15, 16, 21, 22]"
SE5,bjMXa,2014-12-18 06:22:02,2014-12-18 06:22:46,2,"[16, 17, 18]"
SE5,7kFNo,2014-12-18 06:24:00,2014-12-18 06:24:20,4,[]
SE1,Z2nOq,2014-12-19 13:19:52,2014-12-19 13:21:47,5,[]
NE2,2flFc,2015-01-16 12:13:04,2015-01-16 12:13:40,2,"[22, 23, 24]"
E3,OXAWb,2015-03-01 03:00:43,2015-03-01 03:01:11,5,[]
NE2,PotWa,2015-01-16 12:16:35,2015-01-16 12:16:49,5,[]
SE8,qrBZs,2014-12-24 22:23:56,2014-12-24 22:24:22,4,[]
SE7,moWjD,2015-01-02 02:47:36,2015-01-02 02:47:54,4,[]
SE6,sZs9e,2015-01-22 03:51:23,2015-01-22 03:51:39,2,[14]
NE1,VejQD,2014-12-25 05:06:13,2014-12-25 05:06:52,1,"[12, 13, 16, 20, 21, 28]"
E2,jFWoh,2014-12-26 01:39:29,2014-12-26 01:39:42,1,"[25, 26]"
NE2,6vzaD,2015-01-16 12:02:03,2015-01-16 12:02:33,1,"[24, 25, 26]"
E1,zvXPn,2015-02-19 07:38:24,2015-02-19 07:38:47,5,[]
SE7,VejQD,2015-01-02 02:49:10,2015-01-02 02:50:14,2,"[11, 12, 13, 14, 15]"
E5,zvXPn,2014-12-31 02:08:55,2014-12-31 02:09:25,2,[26]
SE4,xLTq2,2014-12-19 03:31:30,2014-12-19 03:31:45,1,"[21, 22, 23, 24, 25, 26]"
SE8,9nSEk,2014-12-24 22:47:11,2014-12-24 22:47:21,5,[]
SE4,Z2nOq,2014-12-19 03:24:56,2014-12-19 03:25:09,5,[]
NE1,XrWem,2014-12-25 03:53:55,2014-12-25 03:54:38,2,"[14, 15, 18, 19, 20]"
SE5,6vzaD,2014-12-18 06:18:57,2014-12-18 06:19:22,4,[]
E2,oTqSm,2014-12-25 08:36:41,2014-12-25 08:37:06,4,[]
E2,xAt1k,2014-12-19 01:52:11,2014-12-19 01:52:19,5,[]
SE3,s5Vk6,2014-12-25 02:07:16,2014-12-25 02:08:33,2,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]"
SE9,XvXUW,2015-01-02 02:17:32,2015-01-02 02:17:53,2,[20]
NE2,nrNsl,2015-01-16 12:35:56,2015-01-16 12:36:10,5,[]
SE3,qUGBo,2014-12-26 10:26:32,2014-12-26 10:27:12,2,"[26, 27, 28]"
E4,VEDV0,2014-12-26 20:38:42,2014-12-26 20:39:00,1,"[3, 4, 5, 6, 7, 8, 15, 16]"
SE9,ijJt6,2014-12-25 09:45:01,2014-12-25 09:45:15,4,[]
E5,aDzn0,2015-01-05 01:06:09,2015-01-05 01:06:25,4,[]
E4,sZs9e,2014-12-26 20:11:45,2014-12-26 20:13:12,1,"[1, 2, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28]"
NE4,2flFc,2014-12-24 12:51:32,2014-12-24 12:51:43,4,[]
E2,moWjD,2014-12-26 01:38:20,2014-12-26 01:38:32,1,"[27, 28]"
E4,jFWoh,2014-12-26 20:15:54,2014-12-26 20:16:18,1,"[22, 23, 24, 25, 26]"
SE6,mZ5zR,2015-01-22 03:35:45,2015-01-22 03:36:10,3,[]
SE3,pVzBY,2014-12-25 11:02:29,2014-12-25 11:03:15,1,"[11, 12, 13, 14, 15, 16]"
SE8,TCinA,2014-12-24 22:53:06,2014-12-24 22:53:19,2,"[25, 26, 27, 28]"
NE4,ijJt6,2014-12-24 12:47:38,2014-12-24 12:48:00,4,[]
SE7,m7MAu,2015-01-02 03:05:21,2015-01-02 03:05:38,5,[]
E5,m7MAu,2014-12-31 07:42:54,2014-12-31 07:43:52,3,"[7, 8]"
SE6,PXXCT,2015-01-22 03:51:40,2015-01-22 03:52:37,3,[]
NE1,otedB,2014-12-25 04:32:17,2014-12-25 04:33:06,2,"[6, 7, 8, 9]"
E5,jFWoh,2014-12-31 07:44:29,2014-12-31 07:44:48,1,"[25, 26]"
NE1,9tNo6,2014-12-25 04:11:41,2014-12-25 04:12:47,2,"[19, 20, 21, 22, 23, 24, 26, 29]"
SE1,4nC7q,2014-12-19 13:22:39,2014-12-19 13:23:07,4,[]
SE3,roAbh,2014-12-26 23:49:16,2014-12-26 23:49:37,5,[]
NE4,s4CVl,2014-12-24 12:51:57,2014-12-24 12:52:09,4,[]
NE4,WPHOw,2014-12-24 12:51:44,2014-12-24 12:51:56,4,[]
SE3,9jcD1,2015-01-13 21:23:29,2015-01-13 21:23:47,4,[]
SE8,bjMXa,2014-12-24 22:52:35,2014-12-24 22:53:05,2,"[16, 17, 18]"
SE4,88XpX,2014-12-19 03:34:55,2014-12-19 03:35:14,1,"[2, 3, 7]"
SE5,9p5qj,2014-12-18 05:25:09,2014-12-18 05:25:30,4,[]
SE1,b4ejO,2014-12-19 12:37:56,2014-12-19 12:38:10,2,"[25, 26]"
SE9,kGbCK,2015-01-02 02:07:25,2015-01-02 02:07:49,4,[]
NE4,roAbh,2014-12-24 12:55:31,2014-12-24 12:55:47,4,[]
